,corp_code,corp_name,stock_code,modify_date
646,01094565,이베스트기업인수목적3호,225440,20180528
647,00842327,완리인터내셔널홀딩스,900180,20180528
648,00156044,하림홀딩스,024660,20180716
649,00109170,대덕GDS,004130,20181219
650,00207223,위너지스,026260,20181012
651,00454265,스틸플라워,087220,20190213
652,01170962,GRT,900290,20181122
653,00348177,트레이스,052290,20181011
654,01111020,케이비제9호기업인수목적,232270,20181012
655,01117103,하이에이아이1호기업인수목적,235010,20181012
656,00264644,넥스콘테크놀러지,038990,20190227
657,00334244,덴소코리아,047060,20181113
658,00535719,프렉코,082220,20190226
659,00790121,차이나하오란리사이클링유한공사,900090,20190102
660,00960641,한국패러랠,168490,20190116
661,00569992,원익테라세미콘,123100,20190220
662,01328639,윙입푸드,900340,20181130
663,00925453,나무기술,167380,20181211
664,00263140,루트원플러스,046400,20190128
665,01130937,한국제4호기업인수목적,240540,20190129
666,00232496,씨그널엔터테인먼트그룹,099830,20190111
667,01088458,극동자동화,272420,20190212
668,00108047,세원화성,007910,20190226
669,00600013,맵스리얼티1,094800,20190405
670,00609254,세왕,111610,20190329
671,01117495,에스와이제이,251540,20190402
672,00835734,피엠디아카데미,144740,20190523
673,01119217,본느,242420,20190521
674,00865382,트러스와이제7호위탁관리부동산투자회사,140890,20190507
675,00149877,중앙바이오텍,015170,20190510
676,00123514,보진재,030950,20190514
677,01139266,로스웰,900260,20190312
678,01168143,골든센츄리,900280,20190703
679,01018954,제이에스피브이,250300,20191210
680,00921475,자비스,230400,20191115
681,01199985,미래에셋대우기업인수목적1호,265480,20200103
682,00619020,세종머티리얼즈,135270,20191002
683,01179839,신한제3호기업인수목적,257730,20191001
684,01095397,줌인터넷,229480,20190610
685,01051339,한국비엔씨,226610,20191203
686,01113277,인프라웨어테크놀러지,247300,20191206
687,01197428,한화에이스기업인수목적3호,264290,20191206
688,00252755,씨앤케이인터내셔널,039530,20190718
689,01181940,아이엘사이언스,122050,20191227
690,00580180,포인트엔지니어링,176560,20190716
691,00473400,한컴지엠디,077280,20200116
692,00100717,아이이,023430,20191120
693,00503899,사조해표,079660,20190626
694,00133317,에스티씨라이프,026220,20190906
695,01201581,한화수성기업인수목적,265920,20200115
696,00200956,현대정보기술,026180,20190717
697,01111570,에스케이제3호기업인수목적,232330,20190830
698,01113781,영현무역,242850,20190827
699,01212383,엔케이맥스,262760,20190704
700,01194759,대신밸런스제4호기업인수목적,262830,20191010
701,00872850,비지스틸,179440,20200207
702,00527880,썬테크놀로지스,122800,20200212
703,00117638,동양텔레콤,007150,20200226
704,99999999,금감원(테스트),999980,20200129
705,01063963,유쎌,252370,20200227
706,00656340,소프트캠프,210610,20200227
707,01194892,알로이스,271400,20200227
708,00222806,에임하이글로벌,043580,20200228
709,01234525,한국제5호기업인수목적,271740,20200303
710,00389679,해피드림,065180,20200228
711,00526465,동북아13호선박투자회사,083380,20200504
712,00324104,디케이씨,047440,20200228
713,00410678,다린,204690,20200228
714,00291152,디비엘,041500,20200508
715,00595243,엔스퍼트,098400,20200304
716,00930321,하이골드오션8호국제선박투자회사,159650,20200427
717,00307037,더스텔라,065310,20200408
718,00695464,차이나그레이트스타인터내셔널리미티드,900040,20200522
719,01245062,코오롱티슈진,950160,20200325
720,00123152,보루네오가구,004740,20200228
721,01086812,케미메디,205290,20200526
722,00961136,씨티네트웍스,189540,20200512
723,00893923,이푸른,185280,20200228
724,00938688,SBI핀테크솔루션즈,950110,20200401
725,00530796,미성포리테크,094700,20200228
726,00343127,자유투어,046840,20200228
727,00671437,파인넥스,123260,20200410
728,00159564,한국주강,025890,20201130
729,00362858,예스24,053280,20201130
730,01276026,지놈앤컴퍼니,314130,20210216
731,00140858,영신금속,007530,20201126
732,00133751,세명전기,017510,20201130
733,00109268,대동스틸,048470,20201130
734,00412348,엘비세미콘,061970,20201130
735,00238001,블루콤,033560,20201117
736,00353878,다스코,058730,20201203
737,00149239,조일알미늄,018470,20201207
738,00107677,비비안,002070,20201208
739,00447928,네오티스,085910,20201208
740,00127158,씨아이테크,004920,20201208
741,00109824,대림통상,006570,20201208
742,00258801,카카오,035720,20201204
743,00295857,코다코,046070,20201204
744,00638487,파수,150900,20201210
745,00147772,정원엔시스,045510,20201210
746,00101752,케이씨피드,025880,20201210
747,00405320,웹젠,069080,20210215
748,00664048,우리넷,115440,20210217
749,01267967,마이크로디지탈,305090,20210217
750,00157070,한국단자공업,025540,20201130
751,00361488,텔코웨어,078000,20201130
752,00592653,유비벨록스,089850,20201130
753,00265041,KCI,036670,20201207
754,00121570,문배철강,008420,20201125
755,00350048,오성첨단소재,052420,20201125
756,00112165,디아이씨,092200,20201209
757,00137012,에스앤더블류,103230,20201214
758,00759294,와이솔,122990,20201214
759,00994994,나노,187790,20210216
760,00306870,손오공,066910,20210216
761,00147994,새로닉스,042600,20210217
762,01067808,넵튠,217270,20201211
763,00185356,제룡전기,033100,20201211
764,00155452,풍국주정,023900,20201214
765,00242378,이지홀딩스,035810,20201214
766,01480568,이지바이오,353810,20201214
767,00192499,팜스토리,027710,20201214
768,00204208,마니커,027740,20201214
769,00418379,자연과환경,043910,20201214
770,00152686,코리아써키트,007810,20201214
771,00206686,케이피엠테크,042040,20201214
772,00954242,하이골드12호,172580,20201214
773,01398151,교보9호스팩,331520,20210126
774,00523176,네추럴FNP,086220,20210217
775,01063990,로보로보,215100,20210217
776,00367604,SM Life Design,063440,20201216
777,00231372,롯데관광개발,032350,20201216
778,00124151,부산주공,005030,20201217
779,01476219,교보10호기업인수목적,355150,20210126
780,01414422,아이비김영,339950,20210217
781,01035942,메디안디노스틱,233250,20210215
782,00799177,삼기,122350,20210217
783,01116380,씨앤에스링크,245450,20210217
784,00158963,유나이티드,033270,20210215
785,00102681,고려개발,004200,20200721
786,00136925,신원종합개발,017000,20201211
787,00136624,신영와코루,005800,20201211
788,00356389,프럼파스트,035200,20201211
789,00145190,유화증권,003460,20201211
790,00301246,SFA반도체,036540,20201211
791,01263022,BGF리테일,282330,20201228
792,00264228,위즈코프,038620,20201228
793,01310269,HDC현대산업개발,294870,20201228
794,00962223,지니언스,263860,20210215
795,00624998,제닉,123330,20201211
796,00129280,삼화전자공업,011230,20201211
797,00129679,녹십자,006280,20201211
798,00108135,녹십자홀딩스,005250,20201211
799,00249894,테라젠이텍스,066700,20201211
800,00199988,동아화성,041930,20201211
801,00105138,파라텍,033540,20210105
802,00105101,예스코홀딩스,015360,20210105
803,00203023,시노펙스,025320,20210105
804,00173102,모나리자,012690,20210215
805,00109514,티웨이홀딩스,004870,20210215
806,01243550,아이비케이에스제7호기업인수목적,276920,20200618
807,00102113,경인양행,012610,20201211
808,00266952,네오위즈홀딩스,042420,20201211
809,00145552,이수화학,005950,20201211
810,00778235,TS인베스트먼트,246690,20201214
811,00389970,다날,064260,20201215
812,00605328,씨앤지하이테크,264660,20210215
813,00129235,삼화왕관,004450,20210215
814,00122551,백산,035150,20210215
815,01394377,이지스밸류플러스리츠,334890,20201022
816,00261443,엔씨소프트,036570,20201215
817,00105961,LG이노텍,011070,20201215
818,01112889,피엔에이치테크,239890,20210216
819,01055317,비엔디생활건강,215050,20210112
820,00148364,하림지주,003380,20210204
821,00573269,에스코넥,096630,20210217
822,00661847,화인베스틸,133820,20210217
823,00149266,CNH,023460,20210215
824,00206084,세아메탈,033020,20210216
825,01090471,씨아이에스,222080,20201216
826,00298447,아모텍,052710,20210216
827,00814810,엠에프엠코리아,251960,20201230
828,01186811,티에스트릴리온,284610,20201230
829,00131850,SK증권,001510,20201231
830,00288343,삼영이엔씨,065570,20210127
831,00126292,삼성카드,029780,20210111
832,00540340,코리아센터,290510,20210216
833,01478712,대덕전자,353200,20201231
834,01066030,드림티엔터테인먼트,220110,20200713
835,00539274,대상홀딩스,084690,20210216
836,00808086,애니젠,196300,20210216
837,00670766,엠투아이,347890,20210215
838,00103176,흥국화재,000540,20210129
839,00480756,이트론,096040,20210215
840,01237540,이녹스첨단소재,272290,20210217
841,00587925,바이오리더스,142760,20210217
842,00584362,넥스지,081970,20210208
843,00166500,화천기계,010660,20210216
844,00623661,원익머트리얼즈,104830,20210216
845,00123718,부광약품,003000,20210205
846,00349097,케이티스카이라이프,053210,20210216
847,00442145,아바코,083930,20210216
848,01237434,플리토,300080,20201202
849,00537832,푸른기술,094940,20201202
850,00233653,한국토지신탁,034830,20210215
851,00855163,미원화학,134380,20210205
852,00311216,에이치엔에스하이텍,044990,20210215
853,00296290,키움증권,039490,20201207
854,00531917,톱텍,108230,20201207
855,00442835,메타랩스,090370,20201207
856,00296078,APS홀딩스,054620,20201207
857,01187458,에스알바이오텍,270210,20201204
858,00508274,일진다이아,081000,20210202
859,01497869,티와이홀딩스,363280,20210205
860,01117422,나눔테크,244880,20210205
861,00364847,이글루시큐리티,067920,20201119
862,00235183,에이치케이,044780,20201203
863,00986898,팜스빌,318010,20210215
864,00264714,SG&G,040610,20210222
865,00939687,동일고무벨트,163560,20210222
866,01047451,셀바스헬스케어,208370,20201124
867,00261957,한국정보공학,039740,20201124
868,00642541,디엔에이링크,127120,20201124
869,00694942,이미지스,115610,20210205
870,01013694,인카금융서비스,211050,20210218
871,00216498,성도이엔지,037350,20210218
872,00579139,한국맥널티,222980,20210218
873,00843900,육일씨엔에쓰,191410,20210222
874,00910947,바다로19호,155900,20210222
875,00855093,선진,136490,20201203
876,00167280,폴루스바이오팜,007630,20201203
877,00199076,동일기연,032960,20201203
878,00132318,성광벤드,014620,20201203
879,00861076,케이탑리츠,145270,20201204
880,00109161,태경케미컬,006890,20201204
881,01414936,SK6호스팩,340350,20210222
882,00858364,BNK금융지주,138930,20201228
883,00178790,동양이엔피,079960,20201208
884,00264671,세중,039310,20201208
885,00925587,위드텍,348350,20210222
886,00399694,아프리카TV,067160,20210222
887,01344363,다원넥스뷰,323350,20210222
888,00152127,심텍홀딩스,036710,20210218
889,01050738,솔트룩스,304100,20210218
890,00397191,팬엔터테인먼트,068050,20210218
891,01159233,솔루엠,248070,20210217
892,00157539,KB오토시스,024120,20201203
893,00128661,에스에이엠티,031330,20201204
894,00108038,엔피씨,004250,20201208
895,00132992,성우하이텍,015750,20201208
896,00447502,바이오톡스텍,086040,20201208
897,00174004,유성기업,002920,20201208
898,00288495,홈센타홀딩스,060560,20201208
899,00554024,셀트리온헬스케어,091990,20210105
900,00313649,현대바이오,048410,20201208
901,00270113,멕아이씨에스,058110,20201208
902,00136165,스페코,013810,20201208
903,00134723,페이퍼코리아,001020,20201208
904,00111218,KD,044180,20201208
905,00113508,노루홀딩스,000320,20210209
906,01251489,라온피플,300120,20210222
907,00145163,파미셀,005690,20210218
908,00365758,아이앤씨,052860,20210218
909,00997812,코미코,183300,20210218
910,00141389,영풍정밀,036560,20201203
911,00480950,이아이디,093230,20201207
912,00149804,대유에이텍,002880,20201207
913,00194947,한전산업,130660,20201207
914,00186939,특수건설,026150,20201207
915,00842585,네이블커뮤니케이션즈,153460,20201210
916,01219155,네오크레마,311390,20210223
917,00876908,모트렉스,118990,20210223
918,00612188,에스티오,098660,20210223
919,00148896,OCI,010060,20210106
920,00129554,갤럭시아에스엠,011420,20201208
921,00423177,텔레칩스,054450,20210222
922,00230911,HRS,036640,20210222
923,00114093,덕성,004830,20210218
924,00132628,성문전자,014910,20210218
925,00124726,빙그레,005180,20201209
926,00141477,영흥,012160,20201209
927,00617998,세원,234100,20201209
928,00573579,평화산업,090080,20201210
929,00532855,한국유니온제약,080720,20210222
930,00173874,넥센타이어,002350,20210218
931,00101220,KG케미칼,001390,20210218
932,00513948,녹십자엠에스,142280,20201211
933,00447487,제주반도체,080220,20201211
934,00101044,에이프로젠제약,003060,20201214
935,01084364,엔지스테크널러지,208860,20201214
936,00122825,인스코비,006490,20201214
937,00136402,신송홀딩스,006880,20201214
938,00533191,비보존 헬스케어,082800,20201210
939,00335076,오픈베이스,049480,20201230
940,00186559,콤텍시스템,031820,20201230
941,01190780,파워풀엑스,266870,20210218
942,00687711,한국철강,104700,20210218
943,00159740,KISCO홀딩스,001940,20210218
944,00145598,이연제약,102460,20201210
945,00155124,평화홀딩스,010770,20201210
946,00156442,한국가구,004590,20201210
947,00163673,한진중공업홀딩스,003480,20201210
948,00197476,코엔텍,029960,20201214
949,01142075,핑거,163730,20210129
950,00526447,동북아12호선박투자회사,083370,20200623
951,00111874,대원산업,005710,20201214
952,00453929,메디포스트,078160,20201214
953,00925967,이엠티,232530,20201214
954,00166315,화신,010690,20201214
955,01042650,큐리언트,115180,20210222
956,00134963,송원산업,004430,20210107
957,00273439,메디아나,041920,20210218
958,00870861,와이엠씨,155650,20210215
959,01166109,예선테크,250930,20210215
960,01139035,티에스아이,277880,20210218
961,00654175,마이크로프랜드,147760,20210218
962,00580199,메디톡스,086900,20210222
963,00113225,대한제강,084010,20210219
964,00248974,하나제약,293480,20210223
965,00120562,롯데지주,004990,20210113
966,00104856,삼성증권,016360,20210111
967,00163114,서연,007860,20210218
968,00277736,한일네트웍스,046110,20210215
969,00367695,대한그린파워,060900,20201130
970,00374738,위세아이텍,065370,20210222
971,00117726,동양피스톤,092780,20210222
972,00435297,맥쿼리인프라,088980,20200715
973,00230036,드래곤플라이,030350,20201224
974,00651017,나우IB,293580,20210121
975,00159102,DB손해보험,005830,20210111
976,00265005,옴니시스템,057540,20210111
977,00148504,한국스탠다드차타드은행,000110,20210215
978,00127802,삼익THK,004380,20201130
979,00120030,GS건설,006360,20201130
980,00166519,화천기공,000850,20201130
981,00138279,S-Oil,010950,20201130
982,00258421,기산텔레콤,035460,20201202
983,00113234,대한제당,001790,20201202
984,00129013,CJ씨푸드,011150,20210217
985,01113718,올릭스,226950,20210222
986,00132354,쿠쿠홀딩스,192400,20210222
987,00119007,무림P&P,009580,20210222
988,00367871,인바이오,352940,20210222
989,00164876,케이비증권,003450,20210106
990,00174208,진성티이씨,036890,20210219
991,00574611,SDN,099220,20210222
992,00598587,인터파크,108790,20200716
993,00184889,이건홀딩스,039020,20201202
994,00145446,이건산업,008250,20201202
995,00116268,동성제약,002210,20201202
996,01026616,유투바이오,221800,20201202
997,00946030,로보티즈,108490,20210217
998,01051092,피씨엘,241820,20210217
999,00527491,코리아에스이,101670,20210217
1000,00939331,한국콜마,161890,20210222
1001,00260879,카페24,042000,20210217
1002,00425254,나우코스,257990,20210217
1003,00139454,애경산업,018250,20210222
1004,00362201,세운메디칼,100700,20201207
1005,00112819,데코앤이,017680,20201207
1006,00355089,토탈소프트,045340,20201207
1007,01189438,노터스,278650,20210217
1008,00599957,슈프리마에이치큐,094840,20210217
1009,01508855,대신밸런스제9호스팩,369370,20210217
1010,01251577,휴네시온,290270,20210222
1011,00115694,DB금융투자,016610,20210111
1012,00832700,에이펙스인텍,207490,20210223
1013,00161860,한성기업,003680,20201207
1014,00608699,디엠티,134580,20201207
1015,00114154,덕양산업,024900,20201207
1016,01063237,플럼라인생명과학,222670,20210218
1017,00393618,제노텍,066830,20210218
1018,00140779,영보화학,014440,20201228
1019,01419384,하나금융16호스팩,343510,20210217
1020,00231354,파워넷,037030,20210217
1021,00123523,창해에탄올,004650,20210222
1022,00149026,CS홀딩스,000590,20210216
1023,00796994,조선선재,120030,20210216
1024,00360595,현대글로비스,086280,20210218
1025,00128315,삼지전자,037460,20201203
1026,01243772,신한제4호기업인수목적,277480,20200820
1027,00351092,삼보모터스,053700,20201207
1028,00140964,영원무역홀딩스,009970,20201207
1029,00171867,에스씨디,042110,20201207
1030,00174527,화성산업,002460,20201207
1031,00191472,KPX케미칼,025000,20210217
1032,01137903,디케이티,290550,20210217
1033,01187175,라이프사이언스테크놀로지,285770,20210222
1034,00490151,파트론,091700,20210222
1035,01335851,박셀바이오,323990,20210219
1036,00159971,KC그린홀딩스,009440,20210118
1037,00556615,모바일어플라이언스,087260,20210223
1038,01336735,펨토바이오메드,327610,20210223
1039,01066058,파마리서치바이오,217950,20210218
1040,00105299,금강공업,014280,20201204
1041,00533508,제이엠티,094970,20201204
1042,00529815,오디텍,080520,20201204
1043,00347734,진양화학,051630,20201204
1044,00263654,오스코텍,039200,20201207
1045,00542074,나노캠텍,091970,20201207
1046,00103510,인지컨트롤스,023800,20201208
1047,00295547,디지아이,043360,20201208
1048,00111421,휴니드테크놀러지스,005870,20201208
1049,00121543,무학,033920,20201208
1050,01325979,세아제강,306200,20210218
1051,00629212,딜리,131180,20201123
1052,00138367,플레이위드,023770,20201203
1053,00170026,시공테크,020710,20201203
1054,00136864,신원,009270,20210217
1055,00454937,덕신하우징,090410,20210219
1056,01141942,액트로,290740,20210223
1057,00137359,신풍제약,019170,20210204
1058,00103626,한솔피엔에스,010420,20210218
1059,00397243,티에스엠텍,066350,20210218
1060,00139889,SKC,011790,20210114
1061,00112721,대창스틸,140520,20210218
1062,00298340,에스티아이,039440,20210218
1063,00115931,디오,039840,20210217
1064,01069736,한독크린텍,256150,20210217
1065,00657987,KMH,122450,20210219
1066,00671978,그리티,204020,20210219
1067,00351995,지에스이,053050,20210222
1068,00456218,모두투어,080160,20210201
1069,01174038,자비스,254120,20210205
1070,00147152,유니크,011320,20210222
1071,00554352,아이큐어,175250,20210218
1072,00158325,NICE평가정보,030190,20210218
1073,00799539,제노레이,122310,20210218
1074,00159175,한국전기초자,009720,20210219
1075,00357360,한세엠케이,069640,20210222
1076,00120924,매일홀딩스,005990,20201216
1077,00111689,대우부품,009320,20201216
1078,00106669,세아베스틸,001430,20210118
1079,00157991,한국석유공업,004090,20201222
1080,00106456,지앤엘,014590,20210208
1081,01138993,원바이오젠,278380,20210209
1082,00159786,유니드,014830,20210210
1083,01119387,이에스산업,241510,20210126
1084,00148540,CJ,001040,20210128
1085,00760999,상신전자,263810,20210215
1086,00611912,아모그린텍,125210,20201207
1087,00346407,큐로컴,040350,20201207
1088,00297095,나라엠앤디,051490,20201207
1089,00599595,코프라,126600,20201207
1090,00110608,DSR,155660,20201207
1091,00114808,동국제약,086450,20201217
1092,01107665,크리스탈신소재,900250,20201109
1093,00104120,광진실업,026910,20201109
1094,00249034,드림라인,035430,20210215
1095,00153339,태경산업,015890,20210215
1096,00239596,쎄니트,037760,20210215
1097,00231831,조아제약,034940,20201207
1098,00361008,HSD엔진,082740,20201207
1099,00351418,코리아오토글라스,152330,20201218
1100,00149770,중앙에너비스,000440,20210209
1101,00549925,루트로닉,085370,20210210
1102,00445799,서원인텍,093920,20201125
1103,00109587,대륙제관,004780,20201125
1104,01112700,에스엘에스바이오,246250,20201125
1105,00105466,KCC건설,021320,20210205
1106,00688358,하이즈항공,221840,20210205
1107,01080687,아우딘퓨쳐스,227610,20201218
1108,00620868,아이티센,124500,20201218
1109,00113535,대한해운,005880,20201113
1110,00331016,에프앤가이드,064850,20210209
1111,01353848,이노벡스,279060,20201125
1112,00447609,비에이치,090460,20210205
1113,00360036,백금T&A,046310,20201116
1114,01036367,프로스테믹스,203690,20201118
1115,00462121,이노와이어리스,073490,20201224
1116,00164973,현대해상,001450,20201229
1117,01136001,나노브릭,286750,20201230
1118,00442561,에프알텍,073540,20210127
1119,00357740,NHN한국사이버결제,060250,20210127
1120,00141556,오로라,039830,20210128
1121,00843830,카이노스메드,220250,20200611
1122,00128926,삼현철강,017480,20201201
1123,00261355,레드캡투어,038390,20201201
1124,00516246,알에프세미,096610,20201204
1125,00108977,대구백화점,006370,20201118
1126,00202060,구영테크,053270,20210104
1127,00475976,인콘,083640,20201124
1128,00160621,한국화장품제조,003350,20201124
1129,00177320,대성미생물,036480,20210209
1130,00385336,홈캐스트,064240,20201204
1131,00409788,비에이치아이,083650,20201204
1132,00264732,파인디지털,038950,20201204
1133,00152260,카스,016920,20201208
1134,00246417,이오테크닉스,039030,20201209
1135,00116301,NI스틸,008260,20201209
1136,00541437,코렌텍,104540,20201210
1137,00269940,하나투어,039130,20210210
1138,00123781,부국철강,026940,20201123
1139,00220109,솔고바이오,043100,20201123
1140,00173032,동화기업,025900,20201126
1141,00365590,에이치엘비생명과학,067630,20210104
1142,00656021,시티랩스,139050,20210201
1143,00269922,인바디,041830,20201210
1144,00535375,키네마스터,139670,20210210
1145,00123107,보락,002760,20201127
1146,00831428,디에이치피코리아,131030,20201127
1147,00257149,지더블유바이텍,036180,20210106
1148,00159810,카프로,006380,20201130
1149,00160302,코스모화학,005420,20201130
1150,00526836,미래나노텍,095500,20201130
1151,00256502,에이텍,045660,20201203
1152,00351375,뉴보텍,060260,20201203
1153,00145473,이글벳,044960,20201204
1154,00491053,진바이오텍,086060,20210209
1155,00106881,인디에프,014990,20201210
1156,00159500,한국종합기술,023350,20201211
1157,00108490,엔피케이,048830,20210215
1158,00261887,티엘아이,062860,20210215
1159,00647935,하나유비에스암바토비니켈해외자원개발2호,099350,20200701
1160,00647883,하나유비에스암바토비니켈해외자원개발1호,099340,20200701
1161,01034730,크로넥스,215570,20201127
1162,00435969,인피니트헬스케어,071200,20201127
1163,00442905,대성파인텍,104040,20201127
1164,00130383,서부T&D,006730,20201127
1165,00105271,케이씨씨,002380,20201130
1166,00428251,현대백화점,069960,20201130
1167,00141413,영화금속,012280,20201127
1168,00151395,천일고속,000650,20201127
1169,00260569,유니셈,036200,20210107
1170,00401731,LG전자,066570,20210107
1171,00135917,한화손해보험,000370,20210108
1172,00585538,에스에너지,095910,20210108
1173,00204226,소프트센,032680,20201231
1174,00159412,한국제지,002300,20200713
1175,00134565,이스타코,015020,20201211
1176,00185222,크린앤사이언스,045520,20201211
1177,00240857,바이오스마트,038460,20201228
1178,00929228,엔에스컴퍼니,224760,20210215
1179,00220969,오공,045060,20201130
1180,00377018,기가레인,049080,20201202
1181,00222435,제이엠아이,033050,20201202
1182,00432102,한국금융지주,071050,20210111
1183,01277928,한국제7호기업인수목적,291210,20210115
1184,01447217,에이치엠씨제4호스팩,353070,20210201
1185,01447244,에이치엠씨제5호스팩,353060,20210201
1186,00863038,윌링스,313760,20210202
1187,00122728,범양사,002480,20210210
1188,00413046,셀트리온,068270,20210104
1189,00150244,하이트진로,000080,20210104
1190,01205851,현대일렉트릭,267260,20210104
1191,00406037,CSA 코스믹,083660,20201130
1192,00150536,진양제약,007370,20201130
1193,01109715,DSC인베스트먼트,241520,20201209
1194,00661157,인트로메딕,150840,20201209
1195,00228350,신화인터텍,056700,20201209
1196,00140131,키다리스튜디오,020120,20201209
1197,00536541,에코프로,086520,20201209
1198,00153861,태영건설,009410,20210112
1199,00164706,현대약품,004310,20210208
1200,01015160,와이팜,332570,20210209
1201,01091054,쎄노텍,222420,20210210
1202,00112022,대원화성,024890,20210210
1203,00109019,대구은행,005270,20210107
1204,00128555,삼천리,004690,20210107
1205,00124504,포스코인터내셔널,047050,20210107
1206,01035678,와이제이엠게임즈,193250,20210215
1207,00545734,아미코젠,092040,20201201
1208,00305297,코텍,052330,20201201
1209,00336297,고려신용정보,049720,20201201
1210,01158553,켄코아에어로스페이스,274090,20201201
1211,00127936,삼일기업공사,002290,20201201
1212,00340272,에스폴리텍,050760,20201201
1213,00688996,KB금융,105560,20201209
1214,00264547,KG이니시스,035600,20201209
1215,00121534,MH에탄올,023150,20201209
1216,00161781,아난티,025980,20201209
1217,00138297,STX,011810,20201209
1218,00524786,비엠티,086670,20201209
1219,01187148,케어랩스,263700,20210203
1220,01243161,인산가,277410,20210203
1221,01262458,동아타이어,282690,20210209
1222,00858124,알에스오토메이션,140670,20210210
1223,00596677,매커스,093520,20210210
1224,00500254,GS,078930,20210107
1225,01041828,JTC,950170,20210215
1226,00258360,위지트,036090,20201201
1227,00800145,서진오토모티브,122690,20201201
1228,00130587,서울전자통신,027040,20201201
1229,00404288,아진엑스텍,059120,20201209
1230,00348034,액토즈소프트,052790,20201211
1231,00264635,에스넷,038680,20201211
1232,00361169,한국전자인증,041460,20201211
1233,00287788,정상제이엘에스,040420,20201211
1234,00149646,기업은행,024110,20210113
1235,00105952,LS,006260,20210114
1236,00429694,파버나인,177830,20210208
1237,00992543,삼양옵틱스,225190,20210210
1238,00141404,영풍제지,006740,20210210
1239,00164645,HMM,011200,20201222
1240,01051065,엔비티,236810,20210215
1241,00681142,쌍방울,102280,20201201
1242,00125938,삼보판지,023600,20201201
1243,00152589,코리아나,027050,20201201
1244,00918222,엘앤케이바이오,156100,20201211
1245,00109189,대덕,008060,20201214
1246,00143907,원일특강,012620,20201214
1247,00152880,코오롱글로벌,003070,20210114
1248,00153524,태림포장,011280,20201221
1249,00825959,하이비젼시스템,126700,20201221
1250,01023822,메디젠휴먼케어,236340,20201221
1251,00583442,노루페인트,090350,20210215
1252,00118345,디아이동일,001530,20201201
1253,00227333,네패스,033640,20201201
1254,00177870,대창솔루션,096350,20201201
1255,00105040,뉴인텍,012340,20201201
1256,01075126,경남제약헬스케어,223310,20201202
1257,00255105,골드퍼시픽,038530,20201202
1258,00356839,메디콕스,054180,20201214
1259,00302926,현대로템,064350,20201214
1260,00188797,포메탈,119500,20201214
1261,00147082,재영솔루텍,049630,20201214
1262,00105873,LG디스플레이,034220,20210114
1263,00222213,포트로닉스천안,039870,20210114
1264,01261644,레인보우로보틱스,277810,20210203
1265,01013311,민앤지,214180,20210203
1266,00404701,한국자산신탁,123890,20210210
1267,01418543,케이비제20호스팩,342550,20210215
1268,00175173,오스템,031510,20201202
1269,00445160,디이엔티,079810,20201202
1270,00788737,이퓨쳐,134060,20201202
1271,00136642,엠벤처투자,019590,20201202
1272,00139205,안국약품,001540,20201202
1273,00287812,에코바이오,038870,20201202
1274,00114765,케이비아이동국실업,001620,20201202
1275,00160375,진양폴리우레탄,010640,20201215
1276,00910840,윈하이텍,192390,20201215
1277,00359580,아이디스홀딩스,054800,20201215
1278,00126256,삼성생명,032830,20201215
1279,00130772,SBS,034120,20201221
1280,01416235,미투젠,950190,20200818
1281,00580667,S&K폴리텍,091340,20201204
1282,00463342,에스텍파마,041910,20201204
1283,00100258,에스마크,030270,20201204
1284,00117708,리드코프,012700,20201215
1285,00113191,코리안리,003690,20201215
1286,00104537,국영지앤엠,006050,20201126
1287,00523307,다원시스,068240,20201204
1288,00153755,태양금속공업,004100,20201204
1289,00260392,대원전선,006340,20201223
1290,00149594,한국캐피탈,023760,20201223
1291,00926522,테고사이언스,191420,20210219
1292,00359623,우리산업홀딩스,072470,20201125
1293,00390365,토비스,051360,20201201
1294,00653103,나노스,151910,20201214
1295,00117027,알루코,001780,20201216
1296,00131896,선광,003100,20201216
1297,00302120,피앤텔,054340,20201216
1298,00260356,산은캐피탈,008270,20210216
1299,00153126,크라운해태홀딩스,005740,20210216
1300,01399071,고바이오랩,348150,20210219
1301,00925189,신화콘텍,187270,20210219
1302,00188973,화일약품,061250,20210219
1303,00389110,지어소프트,051160,20210222
1304,00108649,TPC,048770,20201201
1305,00141273,웰바이오텍,010600,20201208
1306,00144012,원풍,008370,20201208
1307,00269241,주연테크,044380,20201208
1308,00377610,세아홀딩스,058650,20210215
1309,00379229,에스에이티,060540,20210222
1310,00117300,TCC스틸,002710,20201211
1311,00103592,광동제약,009290,20210222
1312,00130046,다함이텍,009280,20210222
1313,01205329,크라운제과,264900,20210216
1314,01042711,글로벌텍스프리,204620,20210219
1315,00242934,케이엠,083550,20210222
1316,01109937,티앤알바이오팹,246710,20210222
1317,00384948,대유,290380,20210222
1318,00409681,아스트,067390,20201209
1319,00411905,테라셈,182690,20201209
1320,00360674,코위버,056360,20201209
1321,00203315,제이콘텐트리,036420,20201209
1322,00129642,상신브레이크,041650,20201209
1323,00340096,미래에셋벤처투자,100790,20210215
1324,01414361,SK5호스팩,337450,20210222
1325,00158112,한국수출포장공업,002200,20201127
1326,00160843,DB하이텍,000990,20210219
1327,01350638,티티씨디펜스,309900,20210208
1328,00255141,글로앤웰,035480,20210208
1329,00241005,코오롱플라스틱,138490,20210216
1330,00346966,에코솔루션,052510,20210219
