계정코드,재무업종,코드타입,재무제표종류,한글명,영문명,단위
111250,0,I,,120일최저지수,120days Low Close,
121000,0,I,,52주평균거래량,52wks Avg. Volume,주
121120,0,I,,52주누계거래량,52wks Sum Volume,주
121150,0,I,,52주평균거래대금,52wks Avg. Turnover,백만원
121180,0,I,,52주누계거래대금,52wks Sum Turnover,백만원
121210,0,I,,5일누계거래량,5days Sum Volume,주
121240,0,I,,5일누계거래대금,5days Sum Turnover,백만원
121270,0,I,,20일누계거래량,20days Sum Volume,주
121300,0,I,,20일누계거래대금,20days Sum Turnover,백만원
121330,0,I,,60일누계거래량,60days Sum Volume,주
121360,0,I,,60일누계거래대금,60days Sum Turnover,백만원
121390,0,I,,120일누계거래량,120days Sum Volume,주
121420,0,I,,120일누계거래대금,120days Sum Turnover,백만원
131000,0,I,,52주평균시가총액,52wks Avg. Mkt. Cap.,백만원
131110,0,I,,52주평균지수산정시가총액,52wks Avg. Mkt. Cap. for Index,백만원
131120,0,I,,52주평균외국인시가총액,52wks Avg. Mkt. Cap. for Index(For.),백만원
131150,0,I,,5일평균시가총액,5days Avg. Mkt. Cap.,백만원
131160,0,I,,5일평균지수산정시가총액,5days Avg. Mkt. Cap. for Index,백만원
131180,0,I,,5일평균외국인시가총액,5days Avg. Mkt. Cap. for Index(For.),백만원
131210,0,I,,20일평균시가총액,20days Avg. Mkt. Cap.,백만원
131220,0,I,,20일평균지수산정시가총액,20days Sum Mkt. Cap. for Index,백만원
131240,0,I,,20일평균외국인시가총액,20days Sum Mkt. Cap. for Index(For.),백만원
131270,0,I,,60일평균시가총액,60days Avg. Mkt. Cap.,백만원
131280,0,I,,60일평균지수산정시가총액,60days Avg. Mkt. Cap. for Index,백만원
131300,0,I,,60일평균외국인시가총액,60days Avg. Mkt. Cap. for Index(For.),백만원
131330,0,I,,120일평균시가총액,120days Avg. Mkt. Cap.,백만원
131340,0,I,,120일평균지수산정시가총액,120days Avg. Mkt. Cap. for Index,백만원
131360,0,I,,120일평균외국인시가총액,120days Avg. Mkt. Cap. for Index(For.),백만원
200700,0,I,,주간고가지수,Weekly High Close,
200710,0,I,,주간시가지수,Weekly Open Close,
200900,0,I,,주간저가지수,Weekly Low Close,
201100,0,I,,주간평균종가지수,Weekly Avg. Close,
201300,0,I,,주간평균거래량,Weekly Avg. Volume,주
201510,0,I,,주간누계거래량,Weekly Sum Volume,주
201600,0,I,,주간평균거래대금,Weekly Avg. Turnover,백만원
201810,0,I,,주간누계거래대금,Weekly Sum Turnover,백만원
201900,0,I,,52주베타,52wks Beta,
201920,0,I,,52주Bull베타,52wks Bull Beta,
201930,0,I,,52주Bear베타,52wks Bear Beta,
202000,0,I,,52주알파,52wks Alpha,
202100,0,I,,52주로그베타,52wks Log Beta,
202110,0,I,,52주Bull로그베타,52wks Bull Log Beta,
202120,0,I,,52주Bear로그베타,52wks Bear Log Beta,
202200,0,I,,52주로그알파,52wks Log Alpha,
202500,0,I,,104주로그베타,104wks Log Beta,
202510,0,I,,104주Bull로그베타,104wks Bull Log Beta,
202520,0,I,,104주Bear로그베타,104wks Bear Log Beta,
202600,0,I,,104주베타,104wks Beta,
202610,0,I,,104주Bull베타,104wks Bull Beta,
202620,0,I,,104주Bear베타,104wks Bear Beta,
202700,0,I,,104주알파,104wks Alpha,
202710,0,I,,104주로그알파,104wks Log Alpha,
202800,0,I,,156주로그베타,156wks Log Beta,
202810,0,I,,156주Bull로그베타,156wks Bull Log Beta,
202820,0,I,,156주Bear로그베타,156wks Bear Log Beta,
202900,0,I,,156주베타,156wks Beta,
202910,0,I,,156주Bull베타,156wks Bull Beta,
202920,0,I,,156주Bear베타,156wks Bear Beta,
203000,0,I,,156주알파,156wks Alpha,
203020,0,I,,156주로그알파,156wks Log Alpha,
203100,0,I,,주간수익률,Weekly Rtn.,비율
203120,0,I,,주간평균시가총액,Weekly Avg. Mkt. Cap.,백만원
203150,0,I,,주간평균외국인시가총액,Weekly Avg. Mkt. Cap.(For.),백만원
300130,0,I,,월간시가지수,Monthly Open Close,
300700,0,I,,월간고가지수,Monthly High Close,
300900,0,I,,월간저가지수,Monthly Low Close,
301100,0,I,,월간평균종가지수,Monthly Avg. Close,
301300,0,I,,월간평균거래량,Monthly Avg. Volume,주
301510,0,I,,월간누계거래량,Monthly Sum Volume,주
301540,0,I,,월간누계거래대금,Monthly Sum Turnover,백만원
301600,0,I,,월간평균거래대금,Monthly Avg. Turnover,백만원
301900,0,I,,60개월베타,60M Beta,
302000,0,I,,60개월알파,60M Alpha,
302100,0,I,,60개월로그베타,60M Log Beta,
302200,0,I,,60개월로그알파,60M Log Alpha,
302500,0,I,,60개월Bull베타,60M Bull Beta,
302510,0,I,,60개월Bear베타,60M Bear Beta,
302540,0,I,,60개월Bull로그베타,60M Bull Log Beta,
302550,0,I,,60개월Bear로그베타,60M Bear Log Beta,
302600,0,I,,월간수익률,Monthly Rtn.,비율
302620,0,I,,월간평균시가총액,Monthly Avg. Mkt. Cap.,백만원
302650,0,I,,월간평균외국인시가총액,Monthly Avg. Mkt. Cap.(For.),백만원
